Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Variant Inventory Policy,Variant Inventory Tracker,Variant Fulfillment Service,Metafield: custom.doctors_take [multi_line_text_field]
prn-numaqula-vitamin-areds2-based-formula-with-unique-enhancements-for-advanced-macular-support-90ct-270ct-1,PRN nūmaqula Vitamin - AREDS2 Based Formula with Unique Enhancements - for Advanced Macular Support (90ct/270ct),"FORMULATED BASED ON AREDS2 recommendations (vitamins, antioxidants, and carotenoids) along with unique enhancements like B-Complex (specifically B6, B9, and B12) as shown in research to support the tissues of the eye, specifically in the retina.

Superior Proprietary Blend: Includes a full B-complex (B6, B9, B12) and the natural form of vitamin E, antioxidants, lutein, zeaxanthin, and carotenoids, which are metabolized and absorbed efficiently; AREDS 2 supplements are useful for extensive eye care.

Safe and Effective: PRN products are manufactured in an NSF-certified and cGMP-compliant facility and each batch undergoes third-party testing for purity and safety.

Enhanced Ocular Health: PRN provides specialty omega and vitamin products and nutritional supplements which are recommended by doctors in order to support the long-term ocular health of their patients;

Moreover, they contribute beneficial support to the eyes, joints, bones, cardiovascular system, and more
Not eligible for retail discounts or any type of promotion.",PRN - Physician Recommended Nutriceuticals,Dry Eye Products,Supplements,TRUE,Title,Default Title,DER855-2,28.5,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/prn-numaqula-vitamin-areds2-based-formula-with-unique-enhancements-for-advanced-macular-support-90ct-270ct-1.png,1,PRN nūmaqula Vitamin - AREDS2 Based Formula with Unique Enhancements - for Advanced Macular Support (90ct/270ct),FALSE,PRN nūmaqula Vitamin - AREDS2 Based Formula with Unique Enhancements - for Advanced Macular Support (90ct/270ct) | Eye Care Center OC,PRN nūmaqula Vitamin - AREDS2 Based Formula with Unique Enhancements - for Advanced Macular Support (90ct/270ct),active,continue,shopify,manual,
progent-large-diameter-scleral-lens-case,PROGENT Menicon Large Diameter (Scleral) Lens Case,"Designed for deep cleaning large diameter lenses (11 mm to 23 mm) in Menicon PROGENT.A non-vented barrel style contact lens case fabricated with clear polycarbonate (PC) cylinder with acrylonitrile-butadiene-styrene (ABS) copolymer non-vented screw cap and lens holder/basket. Each lens basket is molded with a letter, ""L"" or ""R"", for ease in proper lens identification. The left lens basket is also colored grey to assist patients who are not currently wearing their contact lenses. The lens case is capable of holding the 10 mL of Menicon Progent Protein Remover A/B mixed solution for effective protein removal.",Menicon,Dry Eye Products,Contact Lens Care,TRUE,Title,Default Title,DER402,16.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/progent-large-diameter-scleral-lens-case.png,1,PROGENT Menicon Large Diameter (Scleral) Lens Case,FALSE,PROGENT Menicon Large Diameter (Scleral) Lens Case | Eye Care Center OC,PROGENT Menicon Large Diameter (Scleral) Lens Case,active,continue,shopify,manual,
purifeyed-eyelid-and-face-cleaning-oil-2oz-15ml,Purifeyed Eyelid and Face Cleaning Oil All Natural(2oz/15ml),"Purifeyed was designed to help patients remove oils and debris from the face and eyelid areas that cause irritation and inflammation.
Indications: Blepharitis, Demodex, Rosacea, Eczema, Psoriasis, Dry Skin, Itchy Eyelids, and Dry Eyes.
Directions: 
Best results when used 2x/day.Â Â 
Morning: Apply to clean face. Rub entire face, including eyelids.Â  Allow a few minutes to fully soak in.
Evening: Apply to clean face and allow to soak in.Â  Can be used to Remove make-up by applying a few drops to a cotton ball to remove debris and irritants. Reapply if needed after make-up has been removed.
Ingredients:Â 
Lipotonin: Relives Inflammation
Seabuckthone Oil:Â  Helps wrinkles and moisturizer
Carrot Seed Oil: Natural Sunscreen
TeaTree Oil: Decrease demodex and controls bacterial growth.",Purifeyed,Dry Eye Products,Eye Drops,TRUE,Title,Default Title,DER643,29,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/purifeyed-eyelid-and-face-cleaning-oil-2oz-15ml.png,1,Purifeyed Eyelid and Face Cleaning Oil All Natural(2oz/15ml),FALSE,Purifeyed Eyelid and Face Cleaning Oil All Natural(2oz/15ml) | Eye Care Center OC,Purifeyed Eyelid and Face Cleaning Oil All Natural(2oz/15ml),active,continue,shopify,manual,
purilens-plus-preservative-free-saline-multiple-sizes-and-packs,PuriLens Plus Preservative Free Saline (Multiple Sizes and Packs),"
Sterile and preservative-free saline solution.



 pH-balanced to eye's natural tears for superior comfort

 For dry and sensitive eyes
 For all contact lens wearers (Scleral, RGP, or Soft)

 Maximizes contact lens comfort and clarity

PuriLens Plus saline solution is a safe FDA approved preservative-free, pH-balanced, sterile, aqueous isotonic solution of sodium chloride, buffered with boric acid and sodium borate. It DOES NOT contain chlorhexidine, thimerosal, or other mercury-containing compounds.  Safe to apply to contact lenses before insertion. FDA Disclaimer: These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease).
FDA approved for use as an insertion solution for scleral lenses!
PuriLens Plus Preservative-Free Saline is indicated for use following proper lens disinfection as recommended by the eye care practitioner.  For rinsing contact lenses prior to lens insertion. This solution may also be used as an insertion solution for large diameter (scleral) contact lenses, as a rinse for contact lens cases, and may be used as needed throughout the day to rinse contact lenses.
How To Open Our Bottles
To open the bottle, first remove the cap and discard the white plastic restraining ring. PLEASE NOTE: The purpose of the restraining ring is strictly to avoid the bottle accidentally being punctured and opened during transit. The white plastic restraining ring WILL NOT be attached to the cap or bottle. This is normal and does not indicate tampering. Turn the cap clockwise to pierce the container.",Purilens,Dry Eye Products,"Preservative Free, Contact Lens Care",TRUE,Title,Default Title,DER271,45.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/purilens-plus-preservative-free-saline-multiple-sizes-and-packs.png,1,PuriLens Plus Preservative Free Saline (Multiple Sizes and Packs),FALSE,PuriLens Plus Preservative Free Saline (Multiple Sizes and Packs) | Eye Care Center OC,PuriLens Plus Preservative Free Saline (Multiple Sizes and Packs),active,continue,shopify,manual,
quartz-hydrating-sleep-mask-nighttime-relief-clear,Quartz Hydrating Sleep Mask Nighttime Relief (Clear),"Quartz Masks fogs up while sleeping to relieve dry eye and related conditions. Soft and flexible, lightweight and comfortable, fitted with an adjustable head wrap. Ideal for air travel. Recommended for smaller faces and children. Clear mask recommended for CPAP users.What does it do?• Gently shelters eyes from:- Drafts- Low humidity environments• Creates moisture rich environment for:- Eyes- Eyelid- Surrounding skinWhat is it for?• Aqueous deficient dry eye• Associated dry eye from:- Nocturnal lagophthalmos- CPAP air leaks• Compromised lid seal• Floppy eye syndromeWhat’s included?• Quartz hydrating sleep mask• Microfiber bag
 
Precaution: 
This product has been designed to be used solely to facilitate eye comfort during rest or sleep and is not to be used for any other purpose. It is not intended to be used as protective eyewear. For your safety, do not drive, operate machinery, or attempt to walk around while using this product.
 
To clean mask, wash with a mild soap and rinse well with warm water. Dry with enclosed microfiber bag. Wash the head band as needed with cold water and mild soap, rinse well, squeeze out excess moisture and air dry.
 


Sleep Apnea (CPAP Leaks)


Sleep apnea is a chronic condition in which a person’s breathing is interrupted while they sleep. Obstructive sleep apnea is the most common type, which is caused by partial or complete blockage of the airways. It’s estimated that 20 million Americans suffer from this sleep disorder. Typical symptoms are snoring, waking up frequently, daytime sleepiness and morning headaches.Untreated sleep apnea increases the risk of stroke, high blood pressure, diabetes and heart failure. Most patients are advised to use a CPAP machine (Continuous positive airway pressure machine), which ensures the brain gets enough oxygen. However, air leaks in the CPAP can cause dry eyes, dry or stuffy nose and irritated skin on your face.Sheltering the eyes from air leaks helps patients to commit to their sleep apnea treatment without suffering the side effects.

",EyeEco,Dry Eye Products,Eye Masks,TRUE,Title,Default Title,DER1354,44.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/quartz-hydrating-sleep-mask-nighttime-relief-clear.png,1,Quartz Hydrating Sleep Mask Nighttime Relief (Clear),FALSE,Quartz Hydrating Sleep Mask Nighttime Relief (Clear) | Eye Care Center OC,Quartz Hydrating Sleep Mask Nighttime Relief (Clear),active,continue,shopify,manual,
refresh-celluvisc-30-x-0-4,Refresh Celluvisc Preservative-Free 30 vials x 0.4,"Preservative-free, extra-strength gel relieves dry, burning, irritated eyes
As our thickest gel ever, it's specially formulated to soothe fast and alleviate discomfort to keep eyes feeling better longer",Allergan,Dry Eye Products,Preservative Free,TRUE,Title,Default Title,DER1206,19.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-celluvisc-30-x-0-4.png,1,Refresh Celluvisc Preservative-Free 30 vials x 0.4,FALSE,Refresh Celluvisc Preservative-Free 30 vials x 0.4 | Eye Care Center OC,Refresh Celluvisc Preservative-Free 30 vials x 0.4,active,continue,shopify,manual,
refresh-digital-0-33-fl-oz-10-ml,Refresh Digital Eye Drops 0.33 fl oz 10 mL,"Acts fast to relieve eye dryness from digital device use
Prevents tears from evaporating due to incomplete blinking
Features HydroCell technology that enables hydration and maintains the volume of cells on the ocular surface",Allergan,Dry Eye Products,Eye Drops,TRUE,Title,Default Title,DER1202,18.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-digital-0-33-fl-oz-10-ml.png,1,Refresh Digital Eye Drops 0.33 fl oz 10 mL,FALSE,Refresh Digital Eye Drops 0.33 fl oz 10 mL | Eye Care Center OC,Refresh Digital Eye Drops 0.33 fl oz 10 mL,active,continue,shopify,manual,
refresh-digital-pf-30-x-0-4-ml,Refresh Digital Preservative Free 30 Vials x 0.4 mL,"We love using our digital devices, but are our eyes on the same page? Staring at screens means we may blink less often and less completely, causing our eyes to miss out on much-needed hydration which may lead to dryness, irritation, and discomfort.

REFRESH® DIGITAL PF is preservative-free and acts fast to relieve, soothe, and provide comfort. It also features HydroCell technology which enables hydration and maintains the volume of cells on the eye's surface.

Let's make caring for our eyes top of mind in today's digital world.

REBOOT. RELIEVE. REFRESH.

Many of the tasks surrounding digital device use require attention levels which lead to incomplete blinking and result in significant tear evaporation, tear film instability, and thus eye dryness.


	
		
			
Carboxymethylcellulose Sodium (0.5%)
			Eye Lubricant

		
		
			
Glycerin (1%)
			Eye Lubricant

		
		
			
Polysorbate 80 (0.5%)
			Eye Lubricant

		
	
",Allergan,Dry Eye Products,Preservative Free,TRUE,Title,Default Title,DER1201,18.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-digital-pf-30-x-0-4-ml.png,1,Refresh Digital Preservative Free 30 Vials x 0.4 mL,FALSE,Refresh Digital Preservative Free 30 Vials x 0.4 mL | Eye Care Center OC,Refresh Digital Preservative Free 30 Vials x 0.4 mL,active,continue,shopify,manual,
refresh-optive-advanced-10-ml,Refresh Optive Advanced Eye Drops 10 mL Bottle,"Triple-action formula for mild to moderate symptoms of eye dryness
Lubricates, hydrates, and protects natural tears from evaporating
Features HydroCell technology that enables hydration and maintains the volume of cells on the ocular surface",Allergan,Dry Eye Products,Eye Drops,TRUE,Title,Default Title,DER1207,18.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-optive-advanced-10-ml.png,1,Refresh Optive Advanced Eye Drops 10 mL Bottle,FALSE,Refresh Optive Advanced Eye Drops 10 mL Bottle | Eye Care Center OC,Refresh Optive Advanced Eye Drops 10 mL Bottle,active,continue,shopify,manual,
refresh-optive-advanced-lubricant-eye-drops-30-vials,Refresh Optive Advanced Lubricant Eye Drops (30 Vials),"





Preservative-free triple-action relief drop




Lubricants and hydrates dry, burning, irritated eyes




Helps prevent tears from evaporating




Hydrocell technology enables hydration and maintains the volume of cells on the eye's surface




Recommended for sensitive eyes




On-the-go single use vials




The #1 selling brand in preservative-free artificial tears.*




*REFRESH Family of Products, Ipsos Healthcare, 2021 REFRESH ECP Recommendation Survey.









Description
REFRESH OPTIVE ADVANCED Lubricant Eye Drops is a preservative-free, triple-action formula that lubricates and hydrates dry, burning, irritated eyes, and helps prevent tears from evaporating. It also features HydroCell technology which enables hydration and maintains the volume of cells on the eye's surface. Resulting in Triple-action relief dry, sensitive eyes.

REFRESH OPTIVE ADVANCED Preservative-Free Lubricant Eye Drops come in sterile, single-use vials you can take with you anywhere. Trust your eyes to REFRESH—The #1 selling brand in preservative-free artificial tears.* (*REFRESH Family of Products, Ipsos Healthcare, 2021 REFRESH ECP Recommendation Survey.)

",Allergan,Dry Eye Products,"Eye Drops, Preservative Free",TRUE,Title,Default Title,DER1288,18.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-optive-advanced-lubricant-eye-drops-30-vials.png,1,Refresh Optive Advanced Lubricant Eye Drops (30 Vials),FALSE,Refresh Optive Advanced Lubricant Eye Drops (30 Vials) | Eye Care Center OC,Refresh Optive Advanced Lubricant Eye Drops (30 Vials),active,continue,shopify,manual,
refresh-optive-lubricant-eye-drops-mega-3-2-x-30-pack-60ct-pack,"Refresh Optive Lubricant Eye Drops, Mega-3 - (2 x 30 pack) 60ct Pack","Refresh Optive Lubricant Eye Drops, Mega-3 - (2 x 30 pack) 60ct Pack
What it is: 
REFRESH OPTIVE MEGA-3® Preservative-Free Lubricant Eye Drops come in sterile, single-use vials you can take with you anywhere. This lipid-enhanced lubricant eye drop is clinically shown to treat the signs and symptoms of eye dryness. And there is no shaking required prior to use, unlike Retaine® MGD or Systane® Complete.

Meet REFRESH OPTIVE MEGA-3®.

  Preservative-free, low blur formula with flaxseed oil (an inactive ingredient).
Treats eye dryness that may be due to Meibomian Gland Dysfunction (MGD), providing extended relief and comfort.
Features HydroCell™ technology which enables hydration and maintains the volume of cells on the ocular surface.
Supports all three layers of the tear film damaged by eye dryness.
Helps prevent tears from evaporating.

Ingrdeients

  Carboxymethylcellulose Sodium (0.5%)
  Glycerin (1%)
Polysorbate 80 (0.5%)
",Allergan,Dry Eye Products,"Eye Drops, Preservative Free",TRUE,Title,Default Title,DER1200-1,37.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-optive-lubricant-eye-drops-mega-3-2-x-30-pack-60ct-pack.png,1,"Refresh Optive Lubricant Eye Drops, Mega-3 - (2 x 30 pack) 60ct Pack",FALSE,"Refresh Optive Lubricant Eye Drops, Mega-3 - (2 x 30 pack) 60ct Pack | Eye Care Center OC","Refresh Optive Lubricant Eye Drops, Mega-3 - (2 x 30 pack) 60ct Pack",active,continue,shopify,manual,
refresh-optive-mega-3-0-4ml-vials,REFRESH OPTIVE MEGA-3 ( 0.4mL Vials),"REFRESH OPTIVE MEGA-3 ( 0.4mL Vials)
What it is: 
REFRESH OPTIVE MEGA-3® Preservative-Free Lubricant Eye Drops come in sterile, single-use vials you can take with you anywhere. This lipid-enhanced lubricant eye drop is clinically shown to treat the signs and symptoms of eye dryness. And there is no shaking required prior to use, unlike Retaine® MGD or Systane® Complete.

Meet REFRESH OPTIVE MEGA-3®.

  Preservative-free, low blur formula with flaxseed oil (an inactive ingredient).
Treats eye dryness that may be due to Meibomian Gland Dysfunction (MGD), providing extended relief and comfort.
Features HydroCell™ technology which enables hydration and maintains the volume of cells on the ocular surface.
Supports all three layers of the tear film damaged by eye dryness.
Helps prevent tears from evaporating.

Ingrdeients

  Carboxymethylcellulose Sodium (0.5%)
  Glycerin (1%)
Polysorbate 80 (0.5%)
",Allergan,Dry Eye Products,"Eye Drops, Preservative Free",TRUE,Title,Default Title,DER1200,25.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-optive-mega-3-0-4ml-vials.png,1,REFRESH OPTIVE MEGA-3 ( 0.4mL Vials),FALSE,REFRESH OPTIVE MEGA-3 ( 0.4mL Vials) | Eye Care Center OC,REFRESH OPTIVE MEGA-3 ( 0.4mL Vials),active,continue,shopify,manual,
refresh-p-m-3-5-g-ointment,Refresh P.M. Nighttime Dry Eye Ointment,"Preservative-free nighttime ointment
Relieves more intense burning, irritation, and discomfort due to eye dryness
Soothes the eyes while sleeping and protects from nighttime dryness due to exposure
Ideal for use at bedtime",Allergan,Dry Eye Products,Preservative Free,TRUE,Title,Default Title,DER1204,18.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-p-m-3-5-g-ointment.png,1,Refresh P.M. Nighttime Dry Eye Ointment,FALSE,Refresh P.M. Nighttime Dry Eye Ointment | Eye Care Center OC,Refresh P.M. Nighttime Dry Eye Ointment,active,continue,shopify,manual,
refresh-relieva-for-contacts-8-ml,Refresh Relieva for Contacts (8 mL Bottle),"Specially designed for contact lens wearers
Relieves discomfort due to dry, irritated eyes
Lubricates and rewets soft and rigid gas permeable (RGP)* contact lenses
Cushions lenses prior to application",Allergan,Dry Eye Products,Contact Lens Care,TRUE,Title,Default Title,DER1209,17.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-relieva-for-contacts-8-ml.png,1,Refresh Relieva for Contacts (8 mL Bottle),FALSE,Refresh Relieva for Contacts (8 mL Bottle) | Eye Care Center OC,Refresh Relieva for Contacts (8 mL Bottle),active,continue,shopify,manual,
refresh-relieva-pf-10-ml,Refresh Relieva Preservative Free Bottle 10 mL,"Preservative-free formula in a multidose bottle
Soothing hydration for mild to moderate symptoms of eye dryness
Formulated with CMC, HA (inactive ingredient), and HydroCell technology
Locks in moisture to prevent further irritation

Specially formulated not only to relieve discomfort due to dry, irritated eyes but also to prevent further irritation. It features HydroCell technology which enables hydration and maintains the volume of cells on the ocular surface.

REFRESH® RELIEVA is also available in a preservative-free formula as well as a formula specifically designed for contact lens wearers.

Clinical study shows that 70% of patients reported no blur when REFRESH® RELIEVA drop was first applied.5


	
		
			
Carboxymethylcellulose sodium (0.5%)
			Eye Lubricant

		
		
			
Glycerin (0.9%)
			Eye Lubricant

		
	
",Allergan,Dry Eye Products,"Eye Drops, Preservative Free, Contact Lens Care",TRUE,Title,Default Title,DER1203,21.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-relieva-pf-10-ml.png,1,Refresh Relieva Preservative Free Bottle 10 mL,FALSE,Refresh Relieva Preservative Free Bottle 10 mL | Eye Care Center OC,Refresh Relieva Preservative Free Bottle 10 mL,active,continue,shopify,manual,
refresh-relieva-pf-30-x-0-4ml,Refresh Relieva Preservative-Free 30 vials,"Innovative preservative-free drop is specially formulated not only to relieve discomfort due to dry, irritated eyes but also to prevent further irritation. It features HydroCell technology which enables hydration and maintains the volume of cells on the ocular surface.

REFRESH® RELIEVA PF is recommended for sensitive eyes and can be used after LASIK or other eye surgeries. Follow your eye doctor's instructions if you are using  REFRESH® RELIEVA PF after eye surgery (e.g., LASIK) to relieve dryness and discomfort.Â 

Also available in a preservative-free multidose bottle.

FACT

Clinical study shows that at day seven, 76% of patients reported their vision was normal (not blurry) within five minutes of applying REFRESH® RELIEVA.6

Ingredients:


	
		
			
Carboxymethylcellulose sodium (0.5%)
			Eye Lubricant

		
		
			
Glycerin (0.9%)
			Eye Lubricant

		
	


Uses:


	For the temporary relief of burning and irritation due to dryness of the eye.
	For the temporary relief of discomfort due to minor irritations of the eye or exposure to wind or sun.
	For use as a protectant against further irritation or to relieve dryness of the eye.
	For use as a lubricant to prevent further irritation or to relieve dryness of the eye.


Warnings:


	For external use only.
	To avoid contamination, do not touch tip of container to any surface. Do not resuse. Once opened, discard.
	Do not touch unit-dose tip to eye.
	If solution changes color, do not use.


Stop use and ask a doctorÂ if you experience eye pain, changes in vision, continued redness or irritation of the eye, or if the condition worsens or persists for more than 72 hours.",Allergan,Dry Eye Products,"Eye Drops, Preservative Free",TRUE,Title,Default Title,DER1205,21.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/refresh-relieva-pf-30-x-0-4ml.png,1,Refresh Relieva Preservative-Free 30 vials,FALSE,Refresh Relieva Preservative-Free 30 vials | Eye Care Center OC,Refresh Relieva Preservative-Free 30 vials,active,continue,shopify,manual,
regener-eyes-lite-3-pack-eye-drops-3-x-3ml-bottles-2-month-supply,"Regener-Eyes Lite 3-Pack Eye Drops (3 x 3mL Bottles, 2 Month Supply)","When you click ""Order Now"" you will be taken to the Dry Eye Rescue's portal where you can request orders directly with Regener-Eyes.  This allows you to speak with a Regener-Eyes specialist to expedite your order.
About
Regener-Eyes® is an that is preservative free. 
Regener-Eyes® Ophthalmic Solution, Professional Strength, and LITE are used as a lubricant to prevent further irritation or To Relieve Dryness of the Eye.
Technology
Regener-Eyes® Ophthalmic Solution helps increase lubrication and hydration of the corneal surface. This helps to Relieve Dryness of the Eye.
Regener-Eyes® Ophthalmic Solution has an excellent safety profile.
Regener-Eyes® is non-steroidal. Instead, it helps to protect and relieve dryness of the eye.
Each product is preservative-free.
Each batch of Regener-Eyes® is tested to ensure quality, sterility, and safety.
Regener-Eyes is in compliance with all Federal regulatory laws.
Dosage and Administration 
Regener-Eyes® Ophthalmic Solution, Professional Strength and LITE: Instill one to four drops, one to four times per day in each eye, or as recommended by your Eye Care Professional (ECP).
Contact lenses should be removed prior to administration of Regener-Eyes® Professional Strength and LITE products. Contact lenses may be reinserted 15 minutes following administration of Regener-Eyes® Ophthalmic Solutions. 
The tip of the vial should not touch any surfaces including the eye to avoid contamination of the products and injury to the eye. Following each use, the screw cap should be placed on the vial and twisted to seal the ophthalmic solution vial. 
Safety
Each batch of Regener-Eyes® Ophthalmic Solution, Professional Strength and LITE are released based on the quality and safety of both products.
Storage and Shelf Life
Regener-Eyes® Professional Strength can be stored at room temperature until the bottle is opened. Once opened, it should be stored in a standard refrigerator and used within 90 days.
Regener-Eyes® LITE can be stored at room temperature opened or unopened. Once opened, it should be used within 90 days.
Both Professional Strength and LITE have a two (2) year shelf life if unopened.",Regener-Eyes,Dry Eye Products,"Eye Drops, Preservative Free, Contact Lens Care",TRUE,Title,Default Title,DER8000,224.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/regener-eyes-lite-3-pack-eye-drops-3-x-3ml-bottles-2-month-supply.png,1,"Regener-Eyes Lite 3-Pack Eye Drops (3 x 3mL Bottles, 2 Month Supply)",FALSE,"Regener-Eyes Lite 3-Pack Eye Drops (3 x 3mL Bottles, 2 Month Supply) | Eye Care Center OC","Regener-Eyes Lite 3-Pack Eye Drops (3 x 3mL Bottles, 2 Month Supply)",active,continue,shopify,manual,
regener-eyes-lite-eye-drops-3ml-bottle-3-4-week-supply,"Regener-Eyes Lite Eye Drops (3mL Bottle, 3-4 Week Supply) Free 2-Day Shipping","Due to Manufacturer restrictions, Dry Eye Rescue no longer sells Regener-Eyes drops from our central distribution center.  When you click ""Order Now"" you will be taken to the Dry Eye Rescue's portal where you can request orders directly with Regener-Eyes.
About
Regener-Eyes® is an that is preservative free. 
Regener-Eyes® Ophthalmic Solution, Professional Strength, and LITE are used as a lubricant to prevent further irritation or To Relieve Dryness of the Eye.
Technology
Regener-Eyes® Ophthalmic Solution helps increase lubrication and hydration of the corneal surface. This helps to Relieve Dryness of the Eye.
Regener-Eyes® Ophthalmic Solution has an excellent safety profile.
Regener-Eyes® is non-steroidal. Instead, it helps to protect and relieve dryness of the eye.
Each product is preservative-free.
Each batch of Regener-Eyes® is tested to ensure quality, sterility, and safety.
Regener-Eyes is in compliance with all Federal regulatory laws.
Dosage and Administration 
Regener-Eyes® Ophthalmic Solution, Professional Strength and LITE: Instill one to four drops, one to four times per day in each eye, or as recommended by your Eye Care Professional (ECP).
Contact lenses should be removed prior to administration of Regener-Eyes® Professional Strength and LITE products. Contact lenses may be reinserted 15 minutes following administration of Regener-Eyes® Ophthalmic Solutions. 
The tip of the vial should not touch any surfaces including the eye to avoid contamination of the products and injury to the eye. Following each use, the screw cap should be placed on the vial and twisted to seal the ophthalmic solution vial. 
Safety
Each batch of Regener-Eyes® Ophthalmic Solution, Professional Strength and LITE are released based on the quality and safety of both products.
Storage and Shelf Life
Regener-Eyes® Professional Strength can be stored at room temperature until the bottle is opened. Once opened, it should be stored in a standard refrigerator and used within 90 days.
Regener-Eyes® LITE can be stored at room temperature opened or unopened. Once opened, it should be used within 90 days.
Both Professional Strength and LITE have a two (2) year shelf life if unopened.",Regener-Eyes,Dry Eye Products,"Eye Drops, Preservative Free, Contact Lens Care",TRUE,Title,Default Title,DER315,85.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/regener-eyes-lite-eye-drops-3ml-bottle-3-4-week-supply.png,1,"Regener-Eyes Lite Eye Drops (3mL Bottle, 3-4 Week Supply) Free 2-Day Shipping",FALSE,"Regener-Eyes Lite Eye Drops (3mL Bottle, 3-4 Week Supply) Free 2-Day Shipping | Eye Care Center OC","Regener-Eyes Lite Eye Drops (3mL Bottle, 3-4 Week Supply) Free 2-Day Shipping",active,continue,shopify,manual,
regener-eyes-pro-3-pack-eye-drops-3-x-3ml-bottles-2-3-month-supply,"Regener-eyes PRO 3-Pack Eye Drops (3 x 3mL Bottles, 2-3 Month Supply)","When you click ""Order Now"" you will be taken to the Dry Eye Rescue's portal where you can request orders directly with Regener-Eyes.  This allows you to speak with a Regener-Eyes specialist to expedite your order.
About
Regener-Eyes® is an that is preservative free. 
Regener-Eyes® Ophthalmic Solution, Professional Strength, and LITE are used as a lubricant to prevent further irritation or To Relieve Dryness of the Eye.
Technology
Regener-Eyes® Ophthalmic Solution helps increase lubrication and hydration of the corneal surface. This helps to Relieve Dryness of the Eye.
Regener-Eyes® Ophthalmic Solution has an excellent safety profile.
Regener-Eyes® is non-steroidal. Instead, it helps to protect and relieve dryness of the eye.
Each product is preservative-free.
Each batch of Regener-Eyes® is tested to ensure quality, sterility, and safety.
Regener-Eyes is in compliance with all Federal regulatory laws.
Dosage and Administration 
Regener-Eyes® Ophthalmic Solution, Professional Strength and LITE: Instill one to four drops, one to four times per day in each eye, or as recommended by your Eye Care Professional (ECP).
Contact lenses should be removed prior to administration of Regener-Eyes® Professional Strength and LITE products. Contact lenses may be reinserted 15 minutes following administration of Regener-Eyes® Ophthalmic Solutions. 
The tip of the vial should not touch any surfaces including the eye to avoid contamination of the products and injury to the eye. Following each use, the screw cap should be placed on the vial and twisted to seal the ophthalmic solution vial. 
Safety
Each batch of Regener-Eyes® Ophthalmic Solution, Professional Strength and LITE are released based on the quality and safety of both products.
Storage and Shelf Life
Regener-Eyes® Professional Strength can be stored at room temperature until the bottle is opened. Once opened, it should be stored in a standard refrigerator and used within 90 days.
Regener-Eyes® LITE can be stored at room temperature opened or unopened. Once opened, it should be used within 90 days.
Both Professional Strength and LITE have a two (2) year shelf life if unopened.",Regener-Eyes,Dry Eye Products,"Eye Drops, Preservative Free, Contact Lens Care",TRUE,Title,Default Title,DER6441,506.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/regener-eyes-pro-3-pack-eye-drops-3-x-3ml-bottles-2-3-month-supply.png,1,"Regener-eyes PRO 3-Pack Eye Drops (3 x 3mL Bottles, 2-3 Month Supply)",FALSE,"Regener-eyes PRO 3-Pack Eye Drops (3 x 3mL Bottles, 2-3 Month Supply) | Eye Care Center OC","Regener-eyes PRO 3-Pack Eye Drops (3 x 3mL Bottles, 2-3 Month Supply)",active,continue,shopify,manual,
