Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Variant Inventory Qty,Metafield: custom.doctors_take [multi_line_text_field]
oxysept-disinfecting-solution-neutralizer-ultracare-formula-peroxide,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/oxysept-ultracare-formula-cir-b-323751.png?v=1696548559,2,,,,,,,,,,,,,,,,,,,,,,,active,10,
oxysept-disinfecting-solution-neutralizer-ultracare-formula-peroxide,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/oxysept-ultracare-formula-cir-c-246837.png?v=1696548559,3,,,,,,,,,,,,,,,,,,,,,,,active,10,
oxysept-disinfecting-solution-neutralizer-ultracare-formula-peroxide,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/oxysept-ultracare-formula-cir-d-715636.png?v=1696548559,4,,,,,,,,,,,,,,,,,,,,,,,active,10,
oxysept-disinfecting-solution-neutralizer-ultracare-formula-peroxide,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/oxysept-ultracare-formula-cir-e-935943.png?v=1696548559,5,,,,,,,,,,,,,,,,,,,,,,,active,10,
oxysept-disinfecting-solution-neutralizer-ultracare-formula-peroxide,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/oxysept-ultracare-formula-cir-f-487229.png?v=1696548559,6,,,,,,,,,,,,,,,,,,,,,,,active,10,
oxysept-disinfecting-solution-neutralizer-ultracare-formula-peroxide,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/oxysept-ultracare-formula-cir-fgpng-397353.png?v=1696548559,7,,,,,,,,,,,,,,,,,,,,,,,active,10,
skinmedica-essential-defense-mineral-shield-spf-32-sunscreen-tinted-1-85-oz,"SkinMedica Essential Defense Mineral Shield SPF 32 Sunscreen Tinted, 1.85 Oz","This sheer, lightweight, mineral sunscreen gives you the highest level of UVA protection available along with UVB coverage to protect you from damaging rays.

Appropriate for post-procedure and sensitive skin types.

 

Application Instructions

When to Apply
Apply in the morning after cleansing, toning, and application of treatment products.

Where to Apply
Apply to your entire face (neck and chest if desired) and other sun-exposed areas.

How to Apply
Apply liberally 15 minutes before sun exposure. Reapply at least every 2 hours.

Warning for Sunscreens
UV exposure to the sun increases the risk of skin cancer, premature aging, and other skin damage. It is important to decrease UV exposure by limiting time in the sun, wearing protective clothing, and using sunscreen. Do not use if allergic to any ingredient. Stop use and ask a doctor if rash or irritation develops and lasts.",Eyecare Center - Keratoconus,,Skin Care,"Kopy, skinmedica, sun screen, sunscreen, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER3211,0.0,shopify,continue,manual,39.95,39.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/skin-medica-essential-defense-32spf-cir-a-2-746907.png?v=1696548557,1,,false,"SkinMedica Essential Defense Mineral Shield SPF 32 Sunscreen Tinted, 1.85 Oz","This sheer, lightweight, mineral sunscreen gives you the highest level of UVA protection available along with UVB coverage to protect you from damaging rays.

Appropriate for post-procedure and sensitive skin types.

 

Application Instructions

When to Apply
Apply in the morning after cleansing, to",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/skin-medica-essential-defense-32spf-cir-a-2-746907.png?v=1696548557,kg,,,active,10,
skinmedica-essential-defense-mineral-shield-spf-32-sunscreen-tinted-1-85-oz,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/skin-medica-essential-defense-32spf-a-734620.png?v=1696548557,2,,,,,,,,,,,,,,,,,,,,,,,active,10,
skinmedica-essential-defense-mineral-shield-spf-32-sunscreen-tinted-1-85-oz,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/skin-medica-essential-defense-32spf-b-577798.png?v=1696548557,3,,,,,,,,,,,,,,,,,,,,,,,active,10,
skinmedica-essential-defense-mineral-shield-spf-32-sunscreen-tinted-1-85-oz,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/skin-medica-essential-defense-32spf-c-810356.png?v=1696548557,4,,,,,,,,,,,,,,,,,,,,,,,active,10,
skinmedica-essential-defense-mineral-shield-spf-32-sunscreen-tinted-1-85-oz,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/skin-medica-essential-defense-32spf-d-754098.png?v=1696548557,5,,,,,,,,,,,,,,,,,,,,,,,active,10,
skinmedica-essential-defense-mineral-shield-spf-35-sunscreen-1-85-oz,"SkinMedica Essential Defense Mineral Shield SPF 35 Sunscreen, 1.85 Oz","<p>Achieve the highest level of UV protection with SkinMedica Essential Defense Mineral Shield Broad Spectrum SPF 35 Sunscreen.</p>
<p>SkinMedica Essential Defense Mineral Shield Broad Spectrum SPF 35 Sunscreen is a 5% titanium dioxide and 6% zinc oxide formula that protects against harmful UVA and UVB rays.</p>
<p>Appropriate for all skin types, including sensitive and post-procedure, this sunscreen is paraben-free, oil-free, fragrance-free, and will not clog pores.</p>
<p>The sheer, lightweight cream also features ingredients like caffeine and powerful antioxidants to help correct and prevent signs of aging.</p>
<p>Sensitivity-free and great for sensitive skin Protects with titanium dioxide and zinc oxide Diminishes signs of aging with caffeine and antioxidants Stay safe in the sun with SkinMedica Essential Defense Mineral Shield Broad Spectrum SPF 35 Sunscreen.<br></p>",Eyecare Center - Keratoconus,,Skin Care,"allergan, Kopy, post op, skin, skinmedica, sunscreen, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER3213,0.0,shopify,continue,manual,39.95,39.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/skin-medica-essential-defense-cir-a-2-430330.png?v=1696548557,1,,false,"SkinMedica Essential Defense Mineral Shield SPF 35 Sunscreen, 1.85 Oz","Achieve the highest level of UV protection with SkinMedica Essential Defense Mineral Shield Broad Spectrum SPF 35 Sunscreen.
SkinMedica Essential Defense Mineral Shield Broad Spectrum SPF 35 Sunscreen is a 5% titanium dioxide and 6% zinc oxide formula that protects against harmful UVA and UVB rays.
",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/skin-medica-essential-defense-cir-a-2-430330.png?v=1696548557,kg,,,active,10,
skinmedica-essential-defense-mineral-shield-spf-35-sunscreen-1-85-oz,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/skin-medica-essential-defense-cir-a-229076.png?v=1696548557,2,,,,,,,,,,,,,,,,,,,,,,,active,10,
skinmedica-essential-defense-mineral-shield-spf-35-sunscreen-1-85-oz,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/der-relief-quick-start-kit-product-kit-cir-c-848019.png?v=1696548557,3,,,,,,,,,,,,,,,,,,,,,,,active,10,
skinmedica-essential-defense-mineral-shield-spf-35-sunscreen-1-85-oz,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/der-relief-quick-start-kit-product-kit-cir-d-629933.png?v=1696548557,4,,,,,,,,,,,,,,,,,,,,,,,active,10,
skinmedica-essential-defense-mineral-shield-spf-35-sunscreen-1-85-oz,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/der-relief-quick-start-kit-product-kit-cir-e-742819.png?v=1696548557,5,,,,,,,,,,,,,,,,,,,,,,,active,10,
pataday-once-daily-relief-extra-strength-relief-2-5ml-2-bottles-twin-pack-pazeo,"Pataday Once Daily Relief Extra Strength Relief 2.5ml, 2 Bottles Twin Pack Pazeo","<p><span style=""color: #6f5091;""><b>Pataday Once Daily Relief Extra Strength Relief 2.5ml, 2 Bottles Twin Pack Pazeo</b></span></p>
<p><span style=""color: #6f5091;""><b>What it is: </b></span>Eye allergy itch relief: works as an antihistamine to relieve itchy eyes in minutes.</p>
<p><span style=""color: #6f5091;""><b>Benefits:</b></span></p>
Hinders allergic reactions by limiting the release of chemicals that cause inflammation.
<p><span style=""color: #6f5091;""><b>Instructions:</b></span></p>
 One drop, use once daily All-day relief: relief up to 24 hours Extra Strength relief: contains #1 doctor-prescribed eye allergy itch relief ingredient",Eyecare Center - Keratoconus,,Allergy,"Alcon, all products, Allergy, Allergy Drop, Eye Drops, Kopy, Quickshop, Retail Product, volume_discounts, Wholesale Inventory",false,Title,Extra Stength Twin Pack,,,,,,,,DER3452,0.0,shopify,continue,manual,38.95,39.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/pataday-extra-strength-product-shot-twin-cir-a-118888.png?v=1696548556,1,,false,"Pataday Once Daily Relief Extra Strength Relief 2.5ml, 2 Bottles Twin Pack Pazeo","Pataday Once Daily Relief Extra Strength Relief 2.5ml, 2 Bottles Twin Pack Pazeo
What it is: Eye allergy itch relief: works as an antihistamine to relieve itchy eyes in minutes.
Benefits:
Hinders allergic reactions by limiting the release of chemicals that cause inflammation.
Instructions:
 One drop",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/pataday-extra-strength-product-shot-twin-cir-a-118888.png?v=1696548556,kg,,,active,10,
pataday-once-daily-relief-extra-strength-relief-2-5ml-2-bottles-twin-pack-pazeo,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/pataday-extra-strength-product-shot-twin-cir-b-680921.png?v=1696548556,2,,,,,,,,,,,,,,,,,,,,,,,active,10,
pataday-once-daily-relief-extra-strength-relief-2-5ml-2-bottles-twin-pack-pazeo,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/pataday-extra-strength-product-shot-twin-cir-c-559009.png?v=1696548556,3,,,,,,,,,,,,,,,,,,,,,,,active,10,
pataday-once-daily-relief-extra-strength-relief-2-5ml-2-bottles-twin-pack-pazeo,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/pataday-extra-strength-product-shot-twin-cir-d-920130.png?v=1696548556,4,,,,,,,,,,,,,,,,,,,,,,,active,10,
pataday-once-daily-relief-extra-strength-relief-2-5ml-2-bottles-twin-pack-pazeo,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/pataday-extra-strength-product-shot-twin-cir-e-852482.png?v=1696548556,5,,,,,,,,,,,,,,,,,,,,,,,active,10,
refresh-optive-lubricant-eye-drops-mega-3-2-x-30-pack-60ct-pack,"Refresh Optive Lubricant Eye Drops, Mega-3 - (2 x 30 pack) 60ct Pack","<p><span style=""color: #6f5091;""><b>Refresh Optive Lubricant Eye Drops, Mega-3 - (2 x 30 pack) 60ct Pack</b></span></p>
<p><span style=""color: #6f5091;""><b>What it is: </b></span>
REFRESH OPTIVE MEGA-3® Preservative-Free Lubricant Eye Drops come in sterile, single-use vials you can take with you anywhere. This lipid-enhanced lubricant eye drop is clinically shown to treat the signs and symptoms of eye dryness. And there is no shaking required prior to use, unlike Retaine® MGD or Systane® Complete.
</p>
<p><span style=""color: #6f5091;""><b>Meet REFRESH OPTIVE MEGA-3®.</b></span></p>
<ul>
  <li>Preservative-free, low blur formula with flaxseed oil (an inactive ingredient).</li>
<li>Treats eye dryness that may be due to Meibomian Gland Dysfunction (MGD), providing extended relief and comfort.</li>
<li>Features HydroCell<sup>™</sup> technology which enables hydration and maintains the volume of cells on the ocular surface.</li>
<li>Supports all three layers of the tear film damaged by eye dryness.</li>
<li>Helps prevent tears from evaporating.</li>
</ul>
<p><span style=""color: #6f5091;""><b>Ingrdeients</b></span></p>
<ul>
  <li>Carboxymethylcellulose Sodium (0.5%)</li>
  <li>Glycerin (1%)</li>
<li>Polysorbate 80 (0.5%)</li>
</ul>",Eyecare Center - Keratoconus,,Eye Drops,"eye drops, Kopy, Omega, Optive, Refresh, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER1200-1,0.0,shopify,continue,manual,37.95,39.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/refresh-pf-omega-drops-2-pack-cir-a-849257.png?v=1696548555,1,,false,"Refresh Optive Lubricant Eye Drops, Mega-3 - (2 x 30 pack) 60ct Pack","Refresh Optive Lubricant Eye Drops, Mega-3 - (2 x 30 pack) 60ct Pack
What it is: 
REFRESH OPTIVE MEGA-3® Preservative-Free Lubricant Eye Drops come in sterile, single-use vials you can take with you anywhere. This lipid-enhanced lubricant eye drop is clinically shown to treat the signs and symptoms ",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/refresh-pf-omega-drops-2-pack-cir-a-849257.png?v=1696548555,kg,,,active,10,
refresh-optive-lubricant-eye-drops-mega-3-2-x-30-pack-60ct-pack,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/refresh-pf-omega-drops-2-pack-cir-b-129559.png?v=1696548555,2,,,,,,,,,,,,,,,,,,,,,,,active,10,
refresh-optive-lubricant-eye-drops-mega-3-2-x-30-pack-60ct-pack,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/refresh-pf-omega-drops-2-pack-cir-c-142160.png?v=1696548555,3,,,,,,,,,,,,,,,,,,,,,,,active,10,
refresh-optive-lubricant-eye-drops-mega-3-2-x-30-pack-60ct-pack,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/refresh-pf-omega-drops-2-pack-cir-d-388017.png?v=1696548555,4,,,,,,,,,,,,,,,,,,,,,,,active,10,
optase-dry-eye-intense-preservative-free-eye-drops-2-pack-600-drops,Optase Dry Eye Intense Preservative Free Eye Drops 2-Pack (600+ drops),"<p>Product Name: OPTASE Dry Eye Intense Drops, 10 mL<br><br>**Product Description:**<br>OPTASE Dry Eye Intense Drops are a revolutionary solution for moderate to severe dry eye, featuring a unique preservative-free formulation. Crafted with high-quality ingredients free of preservatives, this product can be used frequently throughout the day, delivering enduring relief from intense Dry Eye symptoms.<br><br>**About OPTASE Dry Eye Intense(PF):**<br>OPTASE Dry Eye Intense Drops incorporate an advanced formula that employs osmo-protection, creating a water-rich shield to shield the eye's surface. This innovative approach harnesses the water within your natural tears, reducing evaporation and enhancing eye comfort.<br><br>**Benefits:**<br>- **Preservative and Phosphate Free:** Safe for frequent use without causing irritation, ideal for individuals with sensitive eyes.<br>- **Extended Relief:** The advanced formulation provides long-lasting comfort and relief.<br>- **Contact Lens Compatible:** Suitable for use with contact lenses, ensuring convenience for users with different eye care needs.<br>- **Innovative Bottle Technology:** The advanced bottle design allows usage for up to 3 months after opening, delivering great value for your investment.<br>- **Exceptional Value:** Each bottle contains an impressive 300 drops, offering a cost-effective solution.<br><br>**Instructions:**<br>Apply one or two drops to the affected eyes as needed.<br><br>**Ingredients:**<br>- **Active Ingredient:** Glycerin 0.2% (Eye Lubricant)<br>- **Inactive Ingredients:** Hydrochloric acid, sodium hyaluronate, sorbitol, trometamol, water<br><br>Count on OPTASE Dry Eye Intense Drops for consistent, long-lasting relief from moderate to severe dry eye. These preservative-free drops prioritize your comfort and are perfect for frequent use, whether you're a contact lens wearer or not.</p>",OPTASE,,Eye Drops,"DryEye, Eye Drops, Eyelid Cleansers, Eyelid Products, Kopy, Optase, PF Multi dose, Preservative-Free, Retail Product, volume_discounts, Wholesale Inventory",true,Title,Default Title,,,,,,,,1977-012,19.277675725,shopify,continue,manual,43.95,49.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/optase-drops-dry-eye-intense-2-pack-cir-a.png?v=1696548548,1,,false,Optase Dry Eye Intense Preservative Free Eye Drops 2-Pack (600+ drops),"Product Name: OPTASE Dry Eye Intense Drops, 10 mL**Product Description:**OPTASE Dry Eye Intense Drops are a revolutionary solution for moderate to severe dry eye, featuring a unique preservative-free formulation. Crafted with high-quality ingredients free of preservatives, this product can be used f",,,,,,,,,,,,,,,,oz,,,active,10,
optase-dry-eye-intense-preservative-free-eye-drops-2-pack-600-drops,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/optase-drops-product-2-pack-cir-d.png?v=1696548548,2,,,,,,,,,,,,,,,,,,,,,,,active,10,
optase-dry-eye-intense-preservative-free-eye-drops-2-pack-600-drops,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/optase-drops-product-2-pack-cir-c.png?v=1696548548,3,,,,,,,,,,,,,,,,,,,,,,,active,10,
zocuwipe-eyelid-cleaner-and-moisturizer-30-count,ZocuWipe Eyelid Cleaner and Moisturizer - 30 Count,"<h1 data-open-accessibility-text-original=""36px"">ZocuWipe</h1>
<ul>
<li data-open-accessibility-text-original=""18px"">Gentle eyelid cleansing and moisturizing wipes</li>
<li data-open-accessibility-text-original=""18px"">Contains activated okra complex</li>
<li data-open-accessibility-text-original=""18px"">No rinsing needed</li>
<li data-open-accessibility-text-original=""18px"">Box of 30 individually wrapped wipes</li>
</ul>
<h1 data-open-accessibility-text-original=""36px"">Description</h1>
<h2 data-open-accessibility-text-original=""28.08px"">About Zocular</h2>
<p data-open-accessibility-text-original=""18px""> </p>
<p>Okra Limited, founded by Dr. Peter Pham and the distributor for Zocular® products, is the first and only company to pioneer the use of a refined extract of<span data-open-accessibility-text-original=""18px""> </span><em>Abelmoschus esculentus</em><span data-open-accessibility-text-original=""18px""> </span>(aka Hibiscus esculentus), commonly known as okra, for your eyes and face in its products. Our proprietary okra-based formulation gives Zocular products their distinctive premium quality and effectiveness.<span data-open-accessibility-text-original=""18px""> </span><br><br>Zocular products contain our unique okra-infused Zocusome micelles that gently lift and clear the oil, debris, and residue on your eyelid margins to make your eyes and skin appear more natural and healthy.</p>
<p data-open-accessibility-text-original=""18px""> </p>
<h2 data-open-accessibility-text-original=""28.08px"">About Zocuwipe</h2>
<p data-open-accessibility-text-original=""18px"">Get immediate and long-lasting results with ZocuWipe™ . Contains our patent-pending Zokrex platform with activated okra complex. The power of okra is now in the palm of your hands. Convenient single-use pad that requires no rinsing.</p>
<h2 data-open-accessibility-text-original=""28.08px"">Instructions for use</h2>
<ol>
<li data-open-accessibility-text-original=""18px"">Open package and unfold ZocuWipe towelette into a rectangle. Wrap towelette over fingers. Remove any makeup, mascara, or moisturizer around eyes prior to applying ZocuWipe. Ocuse ZocuWipe in the morning.</li>
<li data-open-accessibility-text-original=""18px"">Gently close eyelids and lightly scrub along the eyelash line using horizontal motion for 10-15 seconds until tiny white foam bodies called Zocusomes form. Avoid direct eye contact.</li>
<li data-open-accessibility-text-original=""18px"">Flip ZocuWipe towelette to the other side and repeat similar steps for the other eye. Use a fresh, new ZocuWipe if Zocusomes do not form. </li>
<li data-open-accessibility-text-original=""18px"">Do not rinse after applying ZocuWipe. Follow routine skin regimen after applying ZocuWipe.</li>
</ol>
<h2 data-open-accessibility-text-original=""28.08px"">Ingredients</h2>
<p data-open-accessibility-text-original=""18px"">Water, Disodium Laureth Sulfosuccinate, Decyl Glucoside, Disodium Cocoamphodiacetate, Aloe Barbadensis Leaf Juice, Rubus Idaeus Seed Oil, Citrus Unshiu Peel Extract, Hibiscus Esculentus (Okra), Caffeine, Sodium Phytate, Glycerin, Sodium Chloride, Sodium Lactate, Potassium Chloride, Calcium Chloride, Ethylhexylglycerin, Phenoxyethanol, Fragrance.</p>",Eyecare Center - Keratoconus,,Eyelid Cleansers,"custom dry eye kits, Eyelid Cleansers, Eyelid Products, eyelid wipe, Kopy, Retail Product, Treatments, volume_discounts, Wholesale Inventory, Zocular",false,Title,Default Title,,,,,,,,DER215,0.0,shopify,continue,manual,42.95,49.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/zocular-wipes-30-pt-cir-a-2-880341.png?v=1696548546,1,,false,ZocuWipe Eyelid Cleaner and Moisturizer - 30 Count,"ZocuWipe

Gentle eyelid cleansing and moisturizing wipes
Contains activated okra complex
No rinsing needed
Box of 30 individually wrapped wipes

Description
About Zocular
 
Okra Limited, founded by Dr. Peter Pham and the distributor for Zocular® products, is the first and only company to pioneer the",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/zocular-wipes-30-pt-cir-a-2-880341.png?v=1696548546,kg,,,active,10,
zocuwipe-eyelid-cleaner-and-moisturizer-30-count,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/zocular-wipes-30-pt-cir-a-758011.png?v=1696548546,2,,,,,,,,,,,,,,,,,,,,,,,active,10,
zocuwipe-eyelid-cleaner-and-moisturizer-30-count,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/zocular-wipes-30-pt-cir-b-552552.png?v=1696548546,3,,,,,,,,,,,,,,,,,,,,,,,active,10,
zocuwipe-eyelid-cleaner-and-moisturizer-30-count,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/zocular-wipes-30-pt-cir-c-851446.png?v=1696548546,4,,,,,,,,,,,,,,,,,,,,,,,active,10,
pataday-extra-strength-2-5-ml-0-085-fl-oz-pazeo,Pataday® Extra Strength 2.5 mL (0.085 fl oz) Pazeo,"<div class=""component page-object canvas-background"" data-mce-fragment=""1"" id=""5d4ae73b2890e"">
<div class=""component page-object text"" data-container-id=""5fc5786107730"" id=""5fc5786107732"">
<div>
<p><span style=""color: #6f5091;""><strong>Pataday Extra Strength Once Daily Eye Allergy Itch Relief Eye Drops, 2.5 ml (Single Box)</strong></span></p>
<p><span style=""color: #6f5091;""><strong>What it is:</strong></span> Pataday is the first prescription strength one a day eye allergy itch relief drop with no prescription needed. A single drop of Pataday Once Daily Relief works directly on the cells that make your eyes itch. It's fast relief that lasts all day.</p>
<p><span style=""color: #6f5091;""><strong>About Pataday: </strong></span>A prescription strength eye drop used to treat dry eye itching that is caused by allergies. With no prescription needed, it starts working in two ways on the Mast cells in the eye. (Mast cells house the histamines that make your eyes itch.). Pataday stabilizes the mast cells, preventing them from releasing histamines. Pataday also blocks histamines that have already been released from attaching to the histamine (H1) receptors in the eye, breaking the chain of allergic reaction. Less histamines means less allergy eye itch!</p>
<p><span style=""color: #6f5091;""><strong>Benefits: </strong></span></p>
<ul>
<li>#1 Doctor-Prescribed Eye Allergy Itch Relief Ingredient.</li>
<li>One drop. Once a day.</li>
<li>Fast acting</li>
<li>Pataday Once Daily Relief provides eye allergy itch relief up to 16 hours</li>
<li>Can be used for eye allergy itch relief year-round for both indoor and outdoor allergies.</li>
<li>Provides relief of itchy eyes due to pollen, ragweed, grass, animal hair, and dander.</li>
<li>Approved for children ages 2 and older.</li>
<li>Active ingredient: Olopatadine (0.2%).</li>
</ul>
<p><span style=""color: #6f5091;""><strong>Instructions:</strong></span></p>
<ul>
<li>Adults and children 2 years of age and older: Put 1 drop in the affected eye(s) once daily, no more than once per day.</li>
</ul>
<p><span style=""color: #6f5091;""><strong>Ingredients:</strong></span></p>
<p>Inactive Ingredients: Benzalkonium chloride 0.01%, povidone, dibasic sodium phosphate, sodium chloride, edetate disodium, hydrochloric acid/sodium hydroxide (adjust pH), and purified water. Active Ingredients: Olapatadine (0.2%)</p>
<p>Active Ingredients: Olopatadine (0.2%) (Equivalent to Olopatadine Hydrochloride 0.222%). Purpose: Antihistamine. Inactive Ingredients: Benzalkonium Chloride (0.01%), Dibasic Sodium Phosphate, Edetate Disodium, Hydrochloric Acid/Sodium Hydroxide (Adjust pH), Povidone, Purified Water, and Sodium Chloride.</p>
<p>24-hour relief, single drop with Pataday Extra Strength.  (formerly Pazeo)</p>
</div>
</div>
</div>
<div class=""component page-object text"" data-container-id=""5fc578610770f"" data-mce-fragment=""1"" id=""5fc5786107726"">
<div data-mce-fragment=""1""></div>
</div>
<div class=""component page-object text"" data-container-id=""5fc578610770f"" data-mce-fragment=""1"" id=""5fc5786107723""></div>
<div class=""component page-object text"" data-container-id=""5fc578610770f"" data-mce-fragment=""1"" id=""5fc5786107722"">
<div data-mce-fragment=""1""><span class=""text-line"" data-mce-fragment=""1"" index=""51""><span data-mce-fragment=""1""></span></span></div>
</div>",Eyecare Center - Keratoconus,,Eye Drops,"Alcon, all products, Allergy, Eye Drops, Kopy, pataday, Quickshop, volume_discounts, Wholesale Inventory",false,Title,Extra Strength Single,,,,,,,,DER267,0.0,shopify,continue,manual,28.95,29.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/pataday-extra-strength-cir-a-2-209493.png?v=1696548545,1,,false,Pataday® Extra Strength 2.5 mL (0.085 fl oz) Pazeo,"


Pataday Extra Strength Once Daily Eye Allergy Itch Relief Eye Drops, 2.5 ml (Single Box)
What it is: Pataday is the first prescription strength one a day eye allergy itch relief drop with no prescription needed. A single drop of Pataday Once Daily Relief works directly on the cells that make your",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/pataday-extra-strength-cir-a-2-209493.png?v=1696548545,kg,,,active,10,
pataday-extra-strength-2-5-ml-0-085-fl-oz-pazeo,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/pataday-extra-strength-cir-a-308924.png?v=1696548546,2,,,,,,,,,,,,,,,,,,,,,,,active,10,
pataday-extra-strength-2-5-ml-0-085-fl-oz-pazeo,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/pataday-extra-strength-cir-b-604281.png?v=1696548546,3,,,,,,,,,,,,,,,,,,,,,,,active,10,
